Fault_Type,Fault_Location,Severity_Level,Module_Age_Years,Rectification_Action,Previous_Rectification_Action,Irradiance,Weather_Condition,Timestamp
Shadowing,String-7_Module-19,Critical,7,Reinstall Module,Reinstall Module,837,Rainy,2023-03-15 07:00:00
Shadowing,String-9_Module-8,High,8,Adjust Tilt,No Action,778,Cloudy,2023-03-08 11:00:00
Hotspot,String-9_Module-15,Critical,5,Replace Module,Inspection Done,741,Cloudy,2023-05-16 03:00:00
Open Circuit,String-1_Module-6,High,12,Replace Wiring,Replace Wiring,313,Rainy,2023-03-24 21:00:00
Shadowing,String-9_Module-9,Critical,11,Reinstall Module,No Action,403,Rainy,2023-03-25 09:00:00
Open Circuit,String-3_Module-1,Low,5,Tighten Connection,No Action,228,Rainy,2023-07-25 23:00:00
Hotspot,String-4_Module-7,Critical,4,Replace Module,No Action,842,Cloudy,2023-02-19 00:00:00
Shadowing,String-4_Module-19,Medium,14,Remove Obstruction,No Action,673,Rainy,2023-05-19 04:00:00
Hotspot,String-9_Module-5,High,6,Replace Panel Section,No Action,896,Sunny,2023-04-20 23:00:00
Short Circuit,String-7_Module-20,Medium,14,Replace Fuse,Replace Fuse,452,Cloudy,2023-07-22 15:00:00
Short Circuit,String-8_Module-8,High,6,Replace Wiring,Replace Wiring,997,Sunny,2023-02-24 10:00:00
Short Circuit,String-1_Module-5,High,3,Replace Wiring,No Action,585,Rainy,2023-03-23 08:00:00
Short Circuit,String-5_Module-1,Low,9,Inspect Junction Box,No Action,261,Rainy,2023-01-23 06:00:00
Shadowing,String-9_Module-9,Medium,12,Remove Obstruction,No Action,714,Sunny,2023-04-11 03:00:00
Short Circuit,String-2_Module-20,Medium,11,Replace Fuse,Replace Fuse,629,Cloudy,2023-07-21 17:00:00
Short Circuit,String-6_Module-11,Low,14,Inspect Junction Box,Inspect Junction Box,779,Rainy,2023-01-29 16:00:00
Hotspot,String-3_Module-13,High,7,Replace Panel Section,Replace Panel Section,736,Rainy,2023-01-20 15:00:00
Shadowing,String-10_Module-20,High,1,Adjust Tilt,Inspection Done,890,Cloudy,2023-01-24 16:00:00
Short Circuit,String-1_Module-13,Medium,13,Replace Fuse,No Action,340,Sunny,2023-04-08 01:00:00
Short Circuit,String-3_Module-14,Medium,7,Replace Fuse,No Action,942,Rainy,2023-02-21 09:00:00
Short Circuit,String-8_Module-7,Critical,5,Replace Module,Replace Module,499,Cloudy,2023-03-11 13:00:00
Open Circuit,String-1_Module-13,Critical,5,Replace Module,Inspection Done,874,Rainy,2023-05-18 03:00:00
Hotspot,String-1_Module-7,Critical,14,Replace Module,Replace Module,510,Sunny,2023-07-10 15:00:00
Hotspot,String-1_Module-11,Low,13,Clean Panel,Clean Panel,670,Sunny,2023-04-17 21:00:00
Short Circuit,String-5_Module-3,High,2,Replace Wiring,Inspection Done,592,Sunny,2023-01-13 19:00:00
Shadowing,String-3_Module-16,High,4,Adjust Tilt,No Action,841,Rainy,2023-04-03 05:00:00
Open Circuit,String-9_Module-6,Critical,12,Replace Module,Replace Module,644,Cloudy,2023-05-27 02:00:00
Shadowing,String-10_Module-1,Critical,6,Reinstall Module,Reinstall Module,957,Sunny,2023-05-27 16:00:00
Short Circuit,String-7_Module-7,Low,10,Inspect Junction Box,No Action,371,Sunny,2023-06-23 12:00:00
Hotspot,String-2_Module-10,Critical,11,Replace Module,Replace Module,775,Cloudy,2023-07-15 19:00:00
Shadowing,String-8_Module-19,High,7,Adjust Tilt,Inspection Done,230,Cloudy,2023-03-13 07:00:00
Open Circuit,String-10_Module-16,Medium,11,Replace Connector,Inspection Done,246,Rainy,2023-07-16 00:00:00
Hotspot,String-9_Module-14,Low,5,Clean Panel,Inspection Done,329,Cloudy,2023-01-12 17:00:00
Hotspot,String-10_Module-7,High,9,Replace Panel Section,Replace Panel Section,551,Sunny,2023-02-18 18:00:00
Shadowing,String-3_Module-5,Critical,3,Reinstall Module,No Action,821,Cloudy,2023-03-17 22:00:00
Hotspot,String-2_Module-6,Critical,1,Replace Module,No Action,780,Sunny,2023-07-07 01:00:00
Open Circuit,String-5_Module-18,Low,4,Tighten Connection,Inspection Done,257,Cloudy,2023-04-26 20:00:00
Short Circuit,String-2_Module-6,High,9,Replace Wiring,No Action,305,Sunny,2023-06-03 17:00:00
Shadowing,String-10_Module-17,Medium,4,Remove Obstruction,No Action,529,Sunny,2023-04-14 19:00:00
Shadowing,String-3_Module-11,High,2,Adjust Tilt,Inspection Done,967,Sunny,2023-05-16 17:00:00
Shadowing,String-9_Module-17,Critical,10,Reinstall Module,Inspection Done,882,Sunny,2023-02-18 05:00:00
Short Circuit,String-9_Module-16,Medium,14,Replace Fuse,Inspection Done,582,Cloudy,2023-01-20 17:00:00
Hotspot,String-9_Module-2,High,14,Replace Panel Section,Replace Panel Section,361,Sunny,2023-05-12 05:00:00
Open Circuit,String-5_Module-19,Medium,5,Replace Connector,Inspection Done,485,Rainy,2023-05-07 07:00:00
Shadowing,String-10_Module-20,High,3,Adjust Tilt,Inspection Done,270,Cloudy,2023-07-03 02:00:00
Hotspot,String-6_Module-17,Critical,13,Replace Module,Inspection Done,966,Sunny,2023-05-27 05:00:00
Shadowing,String-4_Module-18,High,12,Adjust Tilt,Adjust Tilt,653,Rainy,2023-03-24 09:00:00
Open Circuit,String-7_Module-4,Critical,13,Replace Module,No Action,766,Sunny,2023-01-18 07:00:00
Open Circuit,String-7_Module-13,Medium,9,Replace Connector,No Action,596,Cloudy,2023-02-15 04:00:00
Open Circuit,String-6_Module-11,Low,4,Tighten Connection,Tighten Connection,714,Cloudy,2023-06-03 11:00:00
Shadowing,String-9_Module-13,High,6,Adjust Tilt,Adjust Tilt,225,Cloudy,2023-04-21 01:00:00
Hotspot,String-2_Module-6,High,2,Replace Panel Section,Replace Panel Section,512,Cloudy,2023-03-28 23:00:00
Shadowing,String-1_Module-2,Critical,6,Reinstall Module,No Action,325,Cloudy,2023-05-12 21:00:00
Shadowing,String-9_Module-5,High,3,Adjust Tilt,Adjust Tilt,607,Rainy,2023-04-10 09:00:00
Open Circuit,String-7_Module-12,High,12,Replace Wiring,Replace Wiring,764,Sunny,2023-03-29 03:00:00
Hotspot,String-5_Module-10,Low,12,Clean Panel,No Action,397,Sunny,2023-03-30 18:00:00
Open Circuit,String-3_Module-7,Critical,9,Replace Module,No Action,387,Cloudy,2023-03-10 19:00:00
Shadowing,String-4_Module-11,Critical,11,Reinstall Module,Inspection Done,897,Sunny,2023-06-10 09:00:00
Open Circuit,String-4_Module-14,Low,2,Tighten Connection,No Action,915,Cloudy,2023-03-08 05:00:00
Open Circuit,String-4_Module-17,High,12,Replace Wiring,No Action,683,Cloudy,2023-05-21 08:00:00
Open Circuit,String-6_Module-2,Medium,12,Replace Connector,Inspection Done,649,Sunny,2023-07-04 12:00:00
Short Circuit,String-2_Module-7,Low,9,Inspect Junction Box,Inspect Junction Box,722,Rainy,2023-04-02 20:00:00
Open Circuit,String-10_Module-16,Critical,5,Replace Module,No Action,553,Rainy,2023-07-23 13:00:00
Shadowing,String-6_Module-5,Critical,8,Reinstall Module,Reinstall Module,857,Sunny,2023-07-09 12:00:00
Hotspot,String-7_Module-20,Low,2,Clean Panel,Clean Panel,796,Sunny,2023-04-03 06:00:00
Open Circuit,String-8_Module-7,High,6,Replace Wiring,No Action,299,Cloudy,2023-05-01 19:00:00
Shadowing,String-1_Module-19,Critical,3,Reinstall Module,Inspection Done,815,Cloudy,2023-04-20 20:00:00
Shadowing,String-1_Module-11,Medium,12,Remove Obstruction,Remove Obstruction,757,Rainy,2023-07-19 12:00:00
Open Circuit,String-1_Module-6,Medium,12,Replace Connector,Replace Connector,755,Rainy,2023-03-27 15:00:00
Hotspot,String-4_Module-3,Medium,14,Inspect Cells,No Action,477,Rainy,2023-05-01 18:00:00
Short Circuit,String-10_Module-1,High,10,Replace Wiring,Replace Wiring,892,Rainy,2023-06-09 23:00:00
Short Circuit,String-4_Module-4,High,5,Replace Wiring,No Action,898,Sunny,2023-07-12 08:00:00
Shadowing,String-9_Module-14,Critical,12,Reinstall Module,Reinstall Module,825,Cloudy,2023-06-07 02:00:00
Hotspot,String-5_Module-3,High,8,Replace Panel Section,Inspection Done,690,Sunny,2023-06-25 06:00:00
Shadowing,String-3_Module-7,High,10,Adjust Tilt,Inspection Done,454,Rainy,2023-01-02 06:00:00
Short Circuit,String-7_Module-17,High,14,Replace Wiring,Inspection Done,580,Rainy,2023-04-05 08:00:00
Open Circuit,String-4_Module-6,Critical,1,Replace Module,No Action,741,Sunny,2023-05-27 13:00:00
Open Circuit,String-7_Module-20,High,5,Replace Wiring,Inspection Done,463,Rainy,2023-04-06 13:00:00
Short Circuit,String-5_Module-17,Critical,3,Replace Module,Replace Module,809,Cloudy,2023-03-13 14:00:00
Open Circuit,String-1_Module-13,Critical,4,Replace Module,Inspection Done,528,Sunny,2023-05-18 12:00:00
Short Circuit,String-2_Module-12,Medium,2,Replace Fuse,Inspection Done,314,Rainy,2023-02-01 11:00:00
Open Circuit,String-3_Module-10,Critical,9,Replace Module,Inspection Done,475,Rainy,2023-02-20 01:00:00
Shadowing,String-5_Module-14,High,3,Adjust Tilt,Inspection Done,687,Cloudy,2023-07-07 07:00:00
Open Circuit,String-3_Module-15,Critical,2,Replace Module,No Action,480,Sunny,2023-02-19 07:00:00
Short Circuit,String-10_Module-17,Critical,10,Replace Module,Replace Module,474,Sunny,2023-07-17 17:00:00
Open Circuit,String-8_Module-19,Medium,11,Replace Connector,No Action,972,Sunny,2023-01-20 07:00:00
Open Circuit,String-9_Module-15,Critical,9,Replace Module,Replace Module,918,Cloudy,2023-01-19 23:00:00
Hotspot,String-6_Module-9,Critical,7,Replace Module,Inspection Done,527,Cloudy,2023-01-25 02:00:00
Shadowing,String-6_Module-7,Critical,6,Reinstall Module,Reinstall Module,410,Cloudy,2023-07-22 12:00:00
Open Circuit,String-4_Module-15,Low,1,Tighten Connection,Inspection Done,926,Cloudy,2023-06-25 12:00:00
Open Circuit,String-6_Module-16,High,5,Replace Wiring,No Action,751,Rainy,2023-07-25 15:00:00
Open Circuit,String-10_Module-13,High,12,Replace Wiring,Inspection Done,225,Cloudy,2023-02-27 05:00:00
Shadowing,String-9_Module-17,Medium,11,Remove Obstruction,Remove Obstruction,226,Rainy,2023-06-01 07:00:00
Shadowing,String-3_Module-1,Medium,14,Remove Obstruction,No Action,901,Rainy,2023-06-13 11:00:00
Shadowing,String-10_Module-13,Low,11,Clean Panel,No Action,282,Sunny,2023-02-07 03:00:00
Short Circuit,String-10_Module-1,Low,3,Inspect Junction Box,Inspection Done,881,Rainy,2023-04-24 21:00:00
Open Circuit,String-9_Module-17,Low,1,Tighten Connection,Inspection Done,612,Sunny,2023-05-13 02:00:00
Open Circuit,String-8_Module-1,Medium,4,Replace Connector,Inspection Done,366,Sunny,2023-05-18 03:00:00
Shadowing,String-8_Module-19,Low,13,Clean Panel,No Action,899,Sunny,2023-02-15 00:00:00
Short Circuit,String-9_Module-5,Critical,2,Replace Module,Inspection Done,368,Sunny,2023-05-13 07:00:00
Short Circuit,String-9_Module-14,Medium,2,Replace Fuse,Inspection Done,428,Cloudy,2023-04-14 16:00:00
Shadowing,String-6_Module-2,Low,3,Clean Panel,Inspection Done,808,Sunny,2023-05-24 14:00:00
Shadowing,String-10_Module-14,High,8,Adjust Tilt,Inspection Done,566,Cloudy,2023-06-27 00:00:00
Short Circuit,String-8_Module-1,Medium,8,Replace Fuse,Replace Fuse,727,Cloudy,2023-06-16 04:00:00
Shadowing,String-3_Module-7,Medium,12,Remove Obstruction,No Action,990,Rainy,2023-02-04 04:00:00
Hotspot,String-1_Module-11,High,7,Replace Panel Section,Inspection Done,846,Cloudy,2023-05-31 04:00:00
Open Circuit,String-2_Module-17,High,6,Replace Wiring,Inspection Done,737,Sunny,2023-06-13 07:00:00
Short Circuit,String-5_Module-2,High,9,Replace Wiring,Replace Wiring,723,Rainy,2023-04-17 05:00:00
Hotspot,String-5_Module-3,Medium,4,Inspect Cells,No Action,271,Sunny,2023-04-16 07:00:00
Shadowing,String-2_Module-5,Low,12,Clean Panel,Inspection Done,844,Rainy,2023-03-19 10:00:00
Hotspot,String-9_Module-15,Low,1,Clean Panel,Clean Panel,305,Sunny,2023-02-08 20:00:00
Hotspot,String-2_Module-2,Critical,8,Replace Module,Inspection Done,931,Rainy,2023-07-18 22:00:00
Shadowing,String-9_Module-2,Critical,7,Reinstall Module,Reinstall Module,888,Rainy,2023-02-18 12:00:00
Short Circuit,String-6_Module-14,High,7,Replace Wiring,Replace Wiring,481,Rainy,2023-06-24 21:00:00
Hotspot,String-10_Module-10,High,3,Replace Panel Section,Replace Panel Section,332,Cloudy,2023-01-09 10:00:00
Short Circuit,String-5_Module-1,Critical,4,Replace Module,Replace Module,733,Rainy,2023-01-23 15:00:00
Shadowing,String-6_Module-16,Medium,10,Remove Obstruction,Inspection Done,468,Sunny,2023-03-16 15:00:00
Shadowing,String-10_Module-16,Medium,9,Remove Obstruction,Remove Obstruction,611,Sunny,2023-05-05 22:00:00
Shadowing,String-3_Module-15,Medium,6,Remove Obstruction,Inspection Done,872,Rainy,2023-03-21 17:00:00
Open Circuit,String-4_Module-2,Critical,5,Replace Module,Inspection Done,818,Rainy,2023-02-16 15:00:00
Open Circuit,String-5_Module-6,High,3,Replace Wiring,Replace Wiring,990,Rainy,2023-03-19 09:00:00
Short Circuit,String-7_Module-12,Medium,9,Replace Fuse,No Action,946,Cloudy,2023-01-24 13:00:00
Hotspot,String-10_Module-14,High,5,Replace Panel Section,No Action,217,Rainy,2023-05-13 19:00:00
Open Circuit,String-5_Module-13,Critical,5,Replace Module,Replace Module,953,Sunny,2023-06-10 17:00:00
Hotspot,String-2_Module-12,Critical,14,Replace Module,Inspection Done,316,Sunny,2023-07-15 08:00:00
Hotspot,String-8_Module-9,High,4,Replace Panel Section,No Action,997,Rainy,2023-07-28 03:00:00
Open Circuit,String-1_Module-11,Critical,14,Replace Module,Replace Module,993,Sunny,2023-01-05 11:00:00
Short Circuit,String-2_Module-13,Medium,4,Replace Fuse,Inspection Done,343,Sunny,2023-07-12 16:00:00
Open Circuit,String-5_Module-9,High,12,Replace Wiring,No Action,916,Sunny,2023-06-13 16:00:00
Shadowing,String-5_Module-18,Low,1,Clean Panel,Inspection Done,750,Rainy,2023-03-11 10:00:00
Shadowing,String-3_Module-19,Critical,7,Reinstall Module,No Action,865,Cloudy,2023-02-12 19:00:00
Shadowing,String-4_Module-7,High,9,Adjust Tilt,Inspection Done,887,Rainy,2023-01-10 18:00:00
Short Circuit,String-1_Module-19,Critical,3,Replace Module,Replace Module,952,Rainy,2023-07-19 17:00:00
Shadowing,String-4_Module-14,Medium,12,Remove Obstruction,Inspection Done,621,Sunny,2023-05-09 17:00:00
Shadowing,String-7_Module-14,Critical,13,Reinstall Module,Inspection Done,568,Sunny,2023-05-22 06:00:00
Shadowing,String-6_Module-13,Low,2,Clean Panel,No Action,845,Sunny,2023-03-24 02:00:00
Hotspot,String-3_Module-5,Medium,3,Inspect Cells,No Action,757,Sunny,2023-03-17 03:00:00
Hotspot,String-8_Module-14,Low,1,Clean Panel,No Action,249,Sunny,2023-07-09 00:00:00
Short Circuit,String-10_Module-1,Critical,6,Replace Module,Replace Module,877,Cloudy,2023-02-02 00:00:00
Shadowing,String-6_Module-5,Critical,11,Reinstall Module,No Action,305,Rainy,2023-04-14 21:00:00
Hotspot,String-5_Module-1,Critical,11,Replace Module,Replace Module,415,Sunny,2023-02-26 01:00:00
Short Circuit,String-8_Module-10,Medium,7,Replace Fuse,No Action,857,Cloudy,2023-05-15 23:00:00
Hotspot,String-7_Module-2,Critical,11,Replace Module,No Action,624,Cloudy,2023-02-07 13:00:00
Shadowing,String-7_Module-7,Medium,11,Remove Obstruction,No Action,271,Cloudy,2023-01-23 16:00:00
Hotspot,String-6_Module-12,Critical,2,Replace Module,Inspection Done,984,Rainy,2023-07-18 21:00:00
Short Circuit,String-8_Module-13,Medium,8,Replace Fuse,Inspection Done,958,Cloudy,2023-03-31 16:00:00
Open Circuit,String-1_Module-7,High,14,Replace Wiring,No Action,645,Rainy,2023-07-06 21:00:00
Hotspot,String-6_Module-11,Low,6,Clean Panel,Inspection Done,385,Sunny,2023-01-22 16:00:00
Short Circuit,String-5_Module-18,High,14,Replace Wiring,Inspection Done,269,Cloudy,2023-05-17 07:00:00
Shadowing,String-9_Module-8,Medium,4,Remove Obstruction,Inspection Done,349,Sunny,2023-07-15 11:00:00
Open Circuit,String-4_Module-3,High,5,Replace Wiring,No Action,445,Cloudy,2023-03-28 06:00:00
Hotspot,String-2_Module-12,High,8,Replace Panel Section,Inspection Done,973,Cloudy,2023-06-14 14:00:00
Hotspot,String-2_Module-4,Medium,14,Inspect Cells,Inspect Cells,737,Sunny,2023-03-30 23:00:00
Shadowing,String-4_Module-3,Critical,3,Reinstall Module,Reinstall Module,851,Rainy,2023-02-15 17:00:00
Open Circuit,String-6_Module-10,High,3,Replace Wiring,Inspection Done,298,Sunny,2023-03-25 05:00:00
Shadowing,String-7_Module-4,Critical,14,Reinstall Module,Reinstall Module,477,Rainy,2023-06-25 09:00:00
Short Circuit,String-6_Module-17,Low,14,Inspect Junction Box,Inspection Done,762,Rainy,2023-01-18 14:00:00
Open Circuit,String-9_Module-16,Low,11,Tighten Connection,Inspection Done,862,Rainy,2023-03-25 00:00:00
Open Circuit,String-2_Module-11,High,4,Replace Wiring,Inspection Done,654,Sunny,2023-02-01 10:00:00
Open Circuit,String-8_Module-18,High,1,Replace Wiring,Replace Wiring,303,Sunny,2023-05-21 19:00:00
Short Circuit,String-9_Module-3,Low,9,Inspect Junction Box,Inspect Junction Box,800,Sunny,2023-07-07 07:00:00
Shadowing,String-7_Module-17,Low,8,Clean Panel,Inspection Done,852,Sunny,2023-04-20 06:00:00
Shadowing,String-8_Module-2,High,8,Adjust Tilt,Adjust Tilt,924,Sunny,2023-05-19 18:00:00
Open Circuit,String-4_Module-8,Medium,14,Replace Connector,Inspection Done,432,Cloudy,2023-01-25 14:00:00
Hotspot,String-4_Module-1,High,10,Replace Panel Section,Inspection Done,593,Sunny,2023-05-18 23:00:00
Open Circuit,String-1_Module-6,Low,6,Tighten Connection,No Action,700,Sunny,2023-06-21 10:00:00
Shadowing,String-6_Module-1,High,7,Adjust Tilt,Inspection Done,894,Rainy,2023-04-22 10:00:00
Short Circuit,String-2_Module-4,Medium,6,Replace Fuse,Inspection Done,450,Cloudy,2023-04-09 17:00:00
Short Circuit,String-8_Module-2,Low,9,Inspect Junction Box,Inspect Junction Box,720,Cloudy,2023-02-05 04:00:00
Hotspot,String-10_Module-19,Low,3,Clean Panel,Clean Panel,278,Cloudy,2023-02-18 08:00:00
Open Circuit,String-4_Module-7,Low,14,Tighten Connection,Tighten Connection,251,Cloudy,2023-06-27 06:00:00
Short Circuit,String-5_Module-2,Medium,3,Replace Fuse,No Action,980,Sunny,2023-01-11 18:00:00
Hotspot,String-3_Module-6,Medium,3,Inspect Cells,No Action,425,Rainy,2023-01-17 02:00:00
Hotspot,String-1_Module-4,Critical,10,Replace Module,Inspection Done,250,Sunny,2023-01-16 19:00:00
Open Circuit,String-9_Module-10,Low,3,Tighten Connection,Tighten Connection,385,Sunny,2023-03-13 08:00:00
Short Circuit,String-3_Module-12,Low,9,Inspect Junction Box,No Action,233,Sunny,2023-03-03 23:00:00
Shadowing,String-4_Module-20,Low,12,Clean Panel,No Action,941,Sunny,2023-03-28 18:00:00
Hotspot,String-6_Module-5,Critical,4,Replace Module,Replace Module,330,Rainy,2023-03-15 22:00:00
Hotspot,String-5_Module-10,Medium,13,Inspect Cells,Inspect Cells,831,Rainy,2023-07-28 00:00:00
Shadowing,String-5_Module-19,Critical,7,Reinstall Module,No Action,642,Sunny,2023-06-24 18:00:00
Shadowing,String-3_Module-2,Critical,14,Reinstall Module,Reinstall Module,958,Sunny,2023-07-19 02:00:00
Hotspot,String-8_Module-8,Medium,9,Inspect Cells,Inspect Cells,631,Cloudy,2023-04-05 10:00:00
Hotspot,String-4_Module-12,Medium,11,Inspect Cells,Inspect Cells,903,Rainy,2023-05-19 03:00:00
Open Circuit,String-7_Module-13,High,12,Replace Wiring,No Action,696,Rainy,2023-05-07 14:00:00
Hotspot,String-7_Module-6,Low,7,Clean Panel,Clean Panel,602,Cloudy,2023-05-07 04:00:00
Short Circuit,String-7_Module-10,Low,9,Inspect Junction Box,Inspect Junction Box,522,Rainy,2023-02-05 22:00:00
Hotspot,String-4_Module-13,Critical,12,Replace Module,No Action,409,Cloudy,2023-07-18 12:00:00
Hotspot,String-5_Module-13,Medium,3,Inspect Cells,Inspect Cells,814,Cloudy,2023-05-29 05:00:00
Hotspot,String-9_Module-19,Medium,4,Inspect Cells,No Action,528,Cloudy,2023-05-20 04:00:00
Short Circuit,String-3_Module-10,High,14,Replace Wiring,No Action,571,Rainy,2023-03-11 03:00:00
Shadowing,String-5_Module-4,Critical,8,Reinstall Module,No Action,659,Rainy,2023-04-26 15:00:00
Shadowing,String-8_Module-14,Low,6,Clean Panel,Inspection Done,332,Sunny,2023-03-09 01:00:00
Short Circuit,String-5_Module-14,High,5,Replace Wiring,No Action,850,Cloudy,2023-07-07 05:00:00
Hotspot,String-10_Module-1,Critical,13,Replace Module,Inspection Done,320,Sunny,2023-05-21 22:00:00
Open Circuit,String-3_Module-10,Critical,4,Replace Module,Inspection Done,805,Rainy,2023-07-13 00:00:00
Shadowing,String-9_Module-3,Medium,8,Remove Obstruction,Inspection Done,651,Rainy,2023-05-22 17:00:00
Open Circuit,String-9_Module-3,High,1,Replace Wiring,Inspection Done,328,Sunny,2023-02-04 15:00:00
Shadowing,String-2_Module-1,Medium,14,Remove Obstruction,Remove Obstruction,290,Rainy,2023-03-25 13:00:00
Open Circuit,String-3_Module-13,Critical,9,Replace Module,Replace Module,803,Sunny,2023-01-21 02:00:00
Shadowing,String-5_Module-18,Medium,1,Remove Obstruction,No Action,774,Sunny,2023-05-25 14:00:00
Shadowing,String-7_Module-9,Low,8,Clean Panel,No Action,228,Rainy,2023-07-15 20:00:00
Short Circuit,String-5_Module-13,Low,4,Inspect Junction Box,No Action,921,Sunny,2023-03-09 01:00:00
Hotspot,String-6_Module-9,Critical,9,Replace Module,No Action,723,Cloudy,2023-02-19 04:00:00
Short Circuit,String-6_Module-13,Critical,14,Replace Module,Replace Module,532,Rainy,2023-03-12 00:00:00
Short Circuit,String-10_Module-19,Low,11,Inspect Junction Box,No Action,496,Cloudy,2023-04-13 14:00:00
